	issue	user_login	created_at	author_association	comment
167	132	lavalamp	2014-06-17 17:14:56	MEMBER	"One other thing to check: kublet uses the `hostname` command to figure out what to call itself. That needs to match the thing you pass to apiserver's `-machines=` flag. You can use kubelet's `-hostname_override=` flag to force it to use another identifier if necessary.
"
168	135	lavalamp	2014-06-17 18:12:34	MEMBER	"Hm, I see some binary files and .hg directories from dependencies. Is it a problem for the next person to re-get if we add them to .gitignore?
"
169	136	proppy	2014-06-17 18:17:33	CONTRIBUTOR	"LGTM
"
170	136	lavalamp	2014-06-17 18:34:41	MEMBER	"Merging anyway, looks like travis's network blipped.
"
171	135	brendandburns	2014-06-17 19:28:45	CONTRIBUTOR	"Ok, addressed comments, removed the .hg files, cleaned things up.  I think its all set now.

PTAL
Thanks!
--brendan
"
172	135	brendandburns	2014-06-17 19:29:04	CONTRIBUTOR	"(note I still need to add unit tests, so don't merge.  Once there's LGTM, I'll add tests.)
"
173	135	lavalamp	2014-06-17 19:30:33	MEMBER	"LGTM now. One nit, cloudprovider.CloudInterface could be named just cloudprovider.Interface.
"
174	66	bgrant0607	2014-06-17 19:48:36	MEMBER	"It's worth noting that docker stop sends SIGTERM, waits for a parameterized grace period, and then sends SIGKILL, which is basically the behavior we want:
POST /containers/(id)/stop?t=(seconds)
http://docs.docker.com/reference/api/docker_remote_api_v1.12/

FWIW, some do not like SIGKILL:
https://github.com/dotcloud/docker/issues/6446
It was pointed out that kill takes a signal parameter, which maybe they also want to support in stop, but I think a longer grace period is mostly what they need.
"
175	142	lavalamp	2014-06-17 22:13:10	MEMBER	"Thanks for the change! Can you please sign our CLA (instructions in CONTRIB.md) so that we can accept it?
"
176	142	jjhuff	2014-06-17 22:18:15	CONTRIBUTOR	"Oops, forgot about that. Signed.

On Tue, Jun 17, 2014 at 3:13 PM, Daniel Smith notifications@github.com
wrote:

> Thanks for the change! Can you please sign our CLA (instructions in
> CONTRIB.md) so that we can accept it?
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/142#issuecomment-46372647
> .
"
177	143	jjhuff	2014-06-17 22:53:14	CONTRIBUTOR	"Worth mentioning that this allows https://github.com/GoogleCloudPlatform/kubernetes#running-a-container-simple-version to work now:)
"
178	135	brendandburns	2014-06-18 00:27:38	CONTRIBUTOR	"Comments addressed.  Tests added.  Ready to merge when you're ready.
"
179	143	lavalamp	2014-06-18 01:08:56	MEMBER	"Thanks for finding this. It seems the unit tests don't exercise it, I'll add a test.
"
180	143	jjhuff	2014-06-18 04:48:42	CONTRIBUTOR	"Sounds good!

On Tue, Jun 17, 2014 at 6:09 PM, Daniel Smith notifications@github.com
wrote:

> Thanks for finding this. It seems the unit tests don't exercise it, I'll
> add a test.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/143#issuecomment-46385551
> .
"
181	132	discordianfish	2014-06-18 10:32:51	CONTRIBUTOR	"Thanks, I've fixed 1) and 2) now still having the hostname issue: Is there a reason not to use the IP address as identifier? I suppose if someone needs to change the IP of a given system, you need to take it down anyways and kubernetes would reschedule the instances, right?
"
182	153	brendandburns	2014-06-18 15:03:54	CONTRIBUTOR	"Thanks for trying Kubernetes, sorry it didn't work for you.

Do you have an old version of go installed?  We currently are building with go 1.2, you can run `go -version` to find the version.

I tried to repro. this on a clean client, and I can't seem to reproduce the problem, also our Travis build is green: https://travis-ci.org/GoogleCloudPlatform/kubernetes, so I think that the problem must be somewhere in your set up.

Please let me know some more details and we can help you debug.

Best!
--brendan
"
183	132	brendandburns	2014-06-18 15:08:46	CONTRIBUTOR	"machine name tends to be more robust since it survives dhcp re-negotiation, VM restarts, etc.

that said, I would think that IP addresses should work, as Daniel mentioned, I think you need to set `--hostname_override=10.0.1.115` on the kubelet binary.  That should override the hostname look up.

Please let us know if you have further problems, or if that doesn't work.

Best!
--brendan
"
184	147	vmarmol	2014-06-18 17:32:13	CONTRIBUTOR	"Since we use Docker to start containers, we'll need support there as well. @rjnagal @vishh and myself have been working towards that. There should already be some support for this and more will drop in the near future.
"
185	134	jjhuff	2014-06-18 17:35:03	CONTRIBUTOR	"It seems like a new ManifestSet/ManifestList type might make the most sense. Changing the existing manifest type will have more tendrils.

I also like the idea of reading a dir in addition to a file. That starts to make bootstrapping easier...
"
186	153	brendandburns	2014-06-18 17:42:46	CONTRIBUTOR	"I validated that this is due to trying to compile with Go version 1.0 rather than 1.2.

I'll update the scripts to validate that the appropriate version of Go is installed.

So please upgrade your installed version of golang, and try again.

Thanks!
--brendan
"
187	122	jbeda	2014-06-18 17:48:01	CONTRIBUTOR	"Closing this -- let us know if you have any more snags.
"
188	156	brendandburns	2014-06-18 18:20:41	CONTRIBUTOR	"I think we'd rather not have the Kubelet calling back into the master, since it can result in massive fan-in storms of messages though.

However, I can definitely see the value in caching the information inside the apiserver.  So what do you think about having the apiserver periodically poll all Kubelets for information, and caching that information locally.  I think that would satisfy all of the needs you enumerated, while still enabling the master to control the flow of information.

What do you think?
"
189	156	jbeda	2014-06-18 18:30:44	CONTRIBUTOR	"In the past I've suggested a strategy where we have the master (or some fellow traveller server process) scrapes the nodes regularly and writes back to the master/etcd.  We'd then return how stale results are in our API.

Further, there'd be an API option to ask for ""up to the second"" results that would result in a sync call out to the node.
"
190	156	jjhuff	2014-06-18 18:33:19	CONTRIBUTOR	"I think that any apiserver->kublet polling will have problems in some
deployments. For example;
- Using a mix of internal machines and GCE. Without a fair amount of work,
  neither has full access to the other's network -- each has to talk via NAT.
- Running the master on, say, AppEngine. That'd be super handy for
  reducing common-mode failures.

I hear ya on the fan-in problem. That problem already exists to some extent
with the HTTP polling option. Since apiserver is stateless (yay!), it
should scale-out reasonably well as long as the backing store can handle
it...but we already have that problem.

Perhaps only push updates on state changes?

On Wed, Jun 18, 2014 at 11:20 AM, brendandburns notifications@github.com
wrote:

> I think we'd rather not have the Kubelet calling back into the master,
> since it can result in massive fan-in storms of messages though.
> 
> However, I can definitely see the value in caching the information inside
> the apiserver. So what do you think about having the apiserver periodically
> poll all Kubelets for information, and caching that information locally. I
> think that would satisfy all of the needs you enumerated, while still
> enabling the master to control the flow of information.
> 
> What do you think?
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/156#issuecomment-46473525
> .
"
191	156	brendandburns	2014-06-18 18:45:17	CONTRIBUTOR	"I hear you about the problems with mixed topologies, pushing updates on state changes actually does have the same fan-in problems, suppose all of your tasks fail at the same time with a packet of death, you'll still see a storm of messages.

Hacking in the polling from the apiserver is going to be easier in the short term, so I think we'll at least do that first.
"
192	156	bgrant0607	2014-06-18 19:52:44	MEMBER	"The main reasons for the apiserver to contact kubelets rather than the other way are:
- connection storms, which admittedly can be mitigated by fuzzing
- other communication storms, which can be mitigated by the apiserver returning callback times to the kubelets
- facilitating use of kubelets without apiserver, which admittedly could be controlled via configuration
- support multiple independent state scrapers
- shard state scraping amongst multiple servers, which admittedly could be handled with redirects
- natural for heartbeating, starting new containers, and remote management of kubelet itself

Regardless which components initiate the connection, we maywant to implement a number of optimizations, especially once we start to collect resource stats:
- state caching
- change notification rather than polling
- change significance filtering
"
193	155	lavalamp	2014-06-18 19:55:51	MEMBER	"Hm, good luck parsing travis's dev go version output  :(
"
194	144	lavalamp	2014-06-18 20:12:59	MEMBER	"Comments addressed, controller is now over 80% test coverage.
"
195	150	lavalamp	2014-06-18 20:16:45	MEMBER	"LGTM other than missing boilerplate.
"
196	127	bgrant0607	2014-06-18 20:20:15	MEMBER	"Thoughts on multi-container pods:

First of all, I think restart behavior should be specified at the pod level rather than the container level. It wouldn't make sense for one container to terminate and another to restart forever, for example.

Run forever is obviously easy -- we're doing it now.

Run once is fairly easy, too, I think. As soon as one container terminates, probably all should be terminated (call this policy ""any"").

For run until success, we could restart individual containers until each succeeds (call this policy ""all"").

We should make all vs. any a separate policy from forever vs. success vs. once. Another variant people would probably want is a ""leader"" container, to which the other containers' lifetimes would be tied. Since we start containers in order, the leader would need to be the first one in the list.  To play devil's advocate, if we had event hooks (#140), the user could probably implement ""any"" and ""leader"" policies if we only provided ""all"" semantics.

Now, set-level behavior:

replicationController at least needs to know the conditions under which it should replace terminated/lost instances. It's hard to provide precise success semantics since containers can be lost with indeterminate exit status, but that's technically true even for a single pod. replicationController should be able to see the restart policies and termination reasons of the pods it controls. If a pod terminates and should not be restarted, I think replicationController should just automatically reduce its desired replica count by one.

I could also imagine users wanting any/all/leader behavior at the set level. However, I don't think we should do that, which leads me to believe we shouldn't do it at the pod level for now, either. If we were to provide the functionality at the set level, it shouldn't be tied to repllicationController. Instead, it would be a separate policy resource associated with the pods via its own label selector. This would allow it to work at either the service level or replicationController level or over any other grouping the user desired. We should ensure that it's not too hard to implement these types of policies using event hooks.
"
197	150	brendandburns	2014-06-18 20:25:33	CONTRIBUTOR	"Comment addressed.  ptal

Thanks!
--brendan
"
198	150	lavalamp	2014-06-18 20:33:47	MEMBER	"Unsure why the integration test failed. This shouldn't have broken it.
"
199	150	brendandburns	2014-06-18 20:35:25	CONTRIBUTOR	"Ugh, fixed.  I'll look at the tests...

--brendan

On Wed, Jun 18, 2014 at 1:33 PM, Daniel Smith notifications@github.com
wrote:

> Unsure why the integration test failed. This shouldn't have broken it.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/150#issuecomment-46490191
> .
"
200	155	brendandburns	2014-06-18 20:46:30	CONTRIBUTOR	"Used a Travis env var as an escape hatch.  This should be good now.

--brendan
"
201	156	jjhuff	2014-06-18 20:48:30	CONTRIBUTOR	"My concern has mainly been figuring out the blockers to actually
deploying kubernetes outside of a strictly GCE environment given security
and network topology constraints. That makes me want to take scissors to
these all-all communication patterns:)

Perhaps a hybrid approach is going to be the best:
- Cache state on the master -- either in memory or backed by etcd/whatever.
  In memory should be reasonable for a single apiserver instance, but we'd
  need persistence for anything more.
- Optional state push (interval or change based) from the kubelets. Much
  like all of it's existing options.  The state push would just populate the
  cache

This adds caching to the baseline config, gives the option to reverse the
apiserver-kubelet communication, and preserves the ability for other tools
to scrape the kubelets.

On Wed, Jun 18, 2014 at 12:52 PM, bgrant0607 notifications@github.com
wrote:

> The main reasons for the apiserver to contact kubelets rather than the
> other way are:
> - connection storms, which admittedly can be mitigated by fuzzing
> - other communication storms, which can be mitigated by the apiserver
>   returning callback times to the kubelets
> - facilitating use of kubelets without apiserver, which admittedly
>   could be controlled via configuration
> - support multiple independent state scrapers
> - shard state scraping amongst multiple servers, which admittedly
>   could be handled with redirects
> - natural for heartbeating, starting new containers, and remote
>   management of kubelet itself
> 
> Regardless which components initiate the connection, we maywant to
> implement a number of optimizations, especially once we start to collect
> resource stats:
> - state caching
> - change notification rather than polling
> - change significance filtering
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/156#issuecomment-46485272
> .
"
202	150	brendandburns	2014-06-18 20:55:00	CONTRIBUTOR	"Looks like etcd flaked in the integration test.  Let's submit this, we're tracking that flake elsewhere.
"
203	156	brendandburns	2014-06-18 21:03:05	CONTRIBUTOR	"SGTM.

I will send a PR for the poll and cache support today, and then work on the
optional Kubelet -> apiserver code path.

Thanks for bearing with us as we sort through this stuff ;)

--brendan

On Wed, Jun 18, 2014 at 1:48 PM, Justin Huff notifications@github.com
wrote:

> My concern has mainly been figuring out the blockers to actually
> deploying kubernetes outside of a strictly GCE environment given security
> and network topology constraints. That makes me want to take scissors to
> these all-all communication patterns:)
> 
> Perhaps a hybrid approach is going to be the best:
> - Cache state on the master -- either in memory or backed by
>   etcd/whatever.
>   In memory should be reasonable for a single apiserver instance, but we'd
>   need persistence for anything more.
> - Optional state push (interval or change based) from the kubelets. Much
>   like all of it's existing options. The state push would just populate the
>   cache
> 
> This adds caching to the baseline config, gives the option to reverse the
> apiserver-kubelet communication, and preserves the ability for other tools
> to scrape the kubelets.
> 
> On Wed, Jun 18, 2014 at 12:52 PM, bgrant0607 notifications@github.com
> wrote:
> 
> > The main reasons for the apiserver to contact kubelets rather than the
> > other way are:
> > - connection storms, which admittedly can be mitigated by fuzzing
> > - other communication storms, which can be mitigated by the apiserver
> >   returning callback times to the kubelets
> > - facilitating use of kubelets without apiserver, which admittedly
> >   could be controlled via configuration
> > - support multiple independent state scrapers
> > - shard state scraping amongst multiple servers, which admittedly
> >   could be handled with redirects
> > - natural for heartbeating, starting new containers, and remote
> >   management of kubelet itself
> > 
> > Regardless which components initiate the connection, we maywant to
> > implement a number of optimizations, especially once we start to collect
> > resource stats:
> > - state caching
> > - change notification rather than polling
> > - change significance filtering
> > 
> > —
> > Reply to this email directly or view it on GitHub
> > <
> > https://github.com/GoogleCloudPlatform/kubernetes/issues/156#issuecomment-46485272>
> > 
> > .
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/156#issuecomment-46491857
> .
"
204	156	jjhuff	2014-06-18 21:13:30	CONTRIBUTOR	"No problem! Thanks for even doing the work -- I was happy to do that.  I was thinking of tackling #134 as well, but I can wait if you want to avoid conflicts.
"
205	156	brendandburns	2014-06-18 21:22:04	CONTRIBUTOR	"We're happy to take the work!  Feel free to take on #134, and I might
delegate the push stuff to you too.  We'll see how the pull cache goes....

Best
--brendan

On Wed, Jun 18, 2014 at 2:13 PM, Justin Huff notifications@github.com
wrote:

> No problem! Thanks for even doing the work -- I was happy to do that. I
> was thinking of tackling #134
> https://github.com/GoogleCloudPlatform/kubernetes/issues/134 as well,
> but I can wait if you want to avoid conflicts.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/156#issuecomment-46495019
> .
"
206	160	brendandburns	2014-06-18 21:29:27	CONTRIBUTOR	"I think I prefer option 1.  There is already a communication channel from master to kublet (see kublet_server.go) and I think we can merge the info in there.

Let me know if you want/need more details.

Let's not store this in etcd for now, I don't see too much utility in storing this kind of transient info in etcd.
"
207	161	lavalamp	2014-06-18 21:30:36	MEMBER	"LGTM, but integration doesn't build.
"
208	161	brendandburns	2014-06-18 21:31:38	CONTRIBUTOR	"Yeah, it was dependent on #150.  I'm updating it now.

--brendan

On Wed, Jun 18, 2014 at 2:30 PM, Daniel Smith notifications@github.com
wrote:

> LGTM, but integration doesn't build.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/161#issuecomment-46496974
> .
"
209	160	monnand	2014-06-18 21:36:58	CONTRIBUTOR	"@brendanburns Oh, I didn't notice kubelet has already exposed a REST API. OK. I could work on it this week. Thank you @brendandburns .
"
210	161	brendandburns	2014-06-18 21:39:49	CONTRIBUTOR	"Comments addressed.  PTAL

Thanks!
--brendan
"
211	161	brendandburns	2014-06-18 21:58:34	CONTRIBUTOR	"comments addressed.  ptal.

Thanks!
--brendan
"
212	162	brendandburns	2014-06-19 00:00:38	CONTRIBUTOR	"Comments addressed, please re-check.
"
213	140	bgrant0607	2014-06-19 00:25:10	MEMBER	"Docker issues requesting postcreate hooks:
https://github.com/dotcloud/docker/issues/3317
https://github.com/dotcloud/docker/issues/252

One of these mentioned that Docker planned to support hooks for every event, but that was quite a while ago, so I'm not sure whether that's still in plan.
"
214	164	lavalamp	2014-06-19 00:26:04	MEMBER	"This isn't ready to merge yet because I need to do the raml doc generation.
"
215	164	lavalamp	2014-06-19 01:24:29	MEMBER	"Hm, the doc generation isn't working on my system. Will have to debug later.
"
216	164	brendandburns	2014-06-19 03:11:49	CONTRIBUTOR	"This basically LGTM, once you do the RAML gen, and look at the gofmt part, I'm ready to merge.

Thanks!
"
217	87	brendandburns	2014-06-19 03:13:23	CONTRIBUTOR	"Closed by #149 and #135 
"
218	124	brendandburns	2014-06-19 03:14:01	CONTRIBUTOR	"Closed by #163 and #161 
"
219	164	brendandburns	2014-06-19 04:13:19	CONTRIBUTOR	"Ok, LGTM.  It looks like the HTML was generated?  Is this ready to merge?
"
220	165	lavalamp	2014-06-19 04:32:28	MEMBER	"LGTM
"
221	165	brendandburns	2014-06-19 04:33:39	CONTRIBUTOR	"Updated to add the comment.
"
222	166	lavalamp	2014-06-19 05:23:42	MEMBER	"I had some other ideas on how to do this... let's chat tomorrow, maybe what I'm thinking won't work.
"
223	166	proppy	2014-06-19 05:35:07	CONTRIBUTOR	"Something you can consider is keeping the synchronous operation and just wrapping the call in a goroutine.

```
outc := make(chan interface{})
errc := make(chan error)
go func() {
   obj, err := storage.Create(object)
   if err != nil {
      errc <- obj
      return
   }
   objc <- obj
}()
select {
  case obj := <-objc:
        // ...
  case err := <-errc:
        // ...
  case <- time.After(1 * time.Second):
        // ...
}
```
"
224	97	thockin	2014-06-19 06:30:28	MEMBER	"I endorse this message.
"
225	13	proppy	2014-06-19 08:37:43	CONTRIBUTOR	"PTAL, refactored all client tests and add more coverage with service + makeRequests
"
226	44	drewcsillag	2014-06-19 13:46:19	CONTRIBUTOR	"Looks like this PR is no longer applicable.  Closing
"
227	43	drewcsillag	2014-06-19 13:52:14	CONTRIBUTOR	"CLA should now be signed by my employer.
"
228	167	brendanburns	2014-06-19 15:48:14	CONTRIBUTOR	"Awesome! Thanks for doing this. I'll take a detailed look today. In the
meantime, can you sign our CLA?

Instructions are in CONTRIB.md. It's basically identical to the Apache CLA

Thanks again.
Brendan

On Thu, Jun 19, 2014, 5:53 AM, discordianfish notifications@github.com
wrote:

> Hi,
> 
> I've put all this in one PR, hope that's okay. It's basically what I had
> to change to get it working in my everything-is-dockerized environment.
> I've tried to come up with ""good commits"". Let me know if you prefer
> single PRs for each of them.
> 
> So the idea here is to run kubernetes itself in Docker containers,
> therefor I created three Dockerfiles. The documentation assumes that this
> will be added as automated builds in the Google account. Guess that's up
> for discussion so let me know if I should change that.
> The Dockerfile in / will create a kubernetes 'base image' which just
> includes the code/binaries and is used by kubernetes-node and
> kubernetes-server. This might not fit all all deployments but it's a good
> start and easy to understand.
> To make this possible I added a -docker flag to point to the docker
> address (since with the bind-mount we can't use /var/run/docker.sock in the
> container). Beside that I made kubelet use the client lib for pulling the
> 
> ## image instead of the binary (which isn't installed in the container).
> 
> You can merge this Pull Request by running
> 
>   git pull https://github.com/discordianfish/kubernetes various-fixes
> 
> Or view, comment on, or merge it at:
> 
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167
> Commit Summary
> - Add docker addr flag and check for etcd_machines
> - Print errors as string
> - Use docker client lib instead of binary for pulls
> - Add Dockerfiles and deployment instructions
> 
> File Changes
> - _A_ Dockerfile
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-0
>   (14)
> - _M_ README.md
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-1
>   (3)
> - _M_ cmd/kubelet/kubelet.go
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-2
>   (9)
> - _A_ kubernetes-node/Dockerfile
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-3
>   (12)
> - _A_ kubernetes-node/README.md
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-4
>   (13)
> - _A_ kubernetes-node/run.sh
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-5
>   (14)
> - _A_ kubernetes-server/Dockerfile
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-6
>   (6)
> - _A_ kubernetes-server/README.md
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-7
>   (9)
> - _A_ kubernetes-server/run.sh
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-8
>   (12)
> - _M_ pkg/kubelet/kubelet.go
>   https://github.com/GoogleCloudPlatform/kubernetes/pull/167/files#diff-9
>   (40)
> 
> Patch Links:
> - https://github.com/GoogleCloudPlatform/kubernetes/pull/167.patch
> - https://github.com/GoogleCloudPlatform/kubernetes/pull/167.diff
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/167.
"
229	167	proppy	2014-06-19 15:54:29	CONTRIBUTOR	"Related: #19 and #141 
"
230	113	bgrant0607	2014-06-19 16:00:21	MEMBER	"I filed another issue for idempotent creation (#148). We can use this issue for multi-resource declarative configuration, starting with up/down.
"
231	134	jjhuff	2014-06-19 16:09:38	CONTRIBUTOR	"Are you guys concerned about breaking compatibility with the kubelet's http GET/PUT interface?
"
232	167	jbeda	2014-06-19 16:49:03	CONTRIBUTOR	"Wow!  Thanks for the PR.

Unfortunately, this overlaps with some work that I have in progress now too.  So we'll have to figure out how to merge it.

First off -- if you could break out the addr flag commit, the error commit and the client lib commit into separate PRs (or a single one) -- that'd be great -- we can land those right away once we clear the CLA.

My plan is a little bit more ambitious than what you have here -- but that is maybe why it is taking longer.  I'm looking to pre-compile the binaries before packaging the runtime Dockerfiles.  This'll help to minimize download/upload size and will help cluster start time.  I also want to rework the GCE cluster scripts to use these.  That is obviously separable though.

Things that overlap and are different:
- I lean toward running 1 process per container instead of bundling multiple servers into a single container.  This is the model we use internally at Google and it has worked out well.  In fact, the pod concept was introduced to represent a bundle of containers that work together like this. Advantages here:
  - As we add extend container services like log collection and monitoring, being able to pinpoint these to a binary instead of a container is super useful.  If memory usage on a container starts to run away, you want to know the process/binary that is doing it.
  - The kubelet will monitor for crashes and restart containers in that case.  Over time, these resources are another production metric that you'll want to track and alert on.  If we bundle multiple processes in a container, we hide that.
  - In long running production systems, being able to upgrade/push different components on different schedules is useful.  We may want to push a new etcd server without taking down the rest of the binaries on a machine.
- I'd love to start using the kubelet in a more ""static"" mode to handle the master containers.  That would consist of getting the kubelet running on the master (with out looking an etcd) and then have it run a pod for the master components by reading out of a manifest file on disk.
- While there are some that run etcd on every node, it just doesn't scale in a clustered way that well.  Once the coreos guys introduce a 'read replica' of etcd, this may make more sense.  Details on etcd cluster size [here](https://coreos.com/docs/cluster-management/scaling/etcd-optimal-cluster-size/).

That being said, having a single Docker image for the master and node does simplify start up!  Hopefully we can get the ""manual set up"" steps simple enough that it is easy to port Kubernetes to new environments.

Hopefully I'll have a PR out today or tomorrow (I need to as I'm going on vacation after that) that should get some of this stuff more concrete.  You can see the start of what I'm doing in the `build/` directory.
"
233	134	jbeda	2014-06-19 16:50:44	CONTRIBUTOR	"Hopefully we can work this out using the version string.  If we had to break compat at this early stage it wouldn't be the end of the world but we should get in the habit of not doing that.
"
234	167	discordianfish	2014-06-19 17:12:20	CONTRIBUTOR	"First of all, I've split out #169 

Regarding using pre-built binaries: I would also prefer separating build- from runtime so we would just have the built binaries in the images. But since Docker unfortunately doesn't support that (yet) and using a Dockerfile is the canonical way to build Docker images I went this way. Since Docker caches the images layer by layer the actual size it needs to fetch on update, even if we keep all build stuff around, shouldn't be a big problem.

Totally agree with ""running one app per container"" in general. But I'm being pragmatic here: Instead of writing tons of bash scripts to build and run the various components on a vanilla docker cluster I decided to wrap up the required components in two easily deployable images. It's more meant as a quick start than to be used as it is for production deployments. It will help people trying kubernetes on their docker hosts. It took me quite some time without that until I got it running. 

But I love the idea of using kubernetes to host kubernetes, so to me it depends on how fast we can get there and whether you want to provide something in the meanwhile so people can play with it.
"
235	164	lavalamp	2014-06-19 17:15:56	MEMBER	"Still having problems getting boot2docker working... The HTML is only half changed, it's missing the change that involved more than just find-and-replace.
"
236	167	discordianfish	2014-06-19 17:24:53	CONTRIBUTOR	"(I've just moved cdd6b3c back in here so this branch can be built/used)
"
237	140	bgrant0607	2014-06-19 18:35:49	MEMBER	"Just got support from tianon for runin/exec/enter support: https://github.com/dotcloud/docker/issues/1228
So we can use that to execute hooks inside containers
"
238	164	lavalamp	2014-06-19 20:29:43	MEMBER	"OK, I'm pretty sure it's not a problem with my docker setup. Let's merge this and I'll work with @bgrant0607 to get the help gen working.
"
239	156	brendandburns	2014-06-19 20:50:49	CONTRIBUTOR	"Polling from the master was added in #171 

I'll work on optional push next.
"
240	174	vmarmol	2014-06-19 20:51:55	CONTRIBUTOR	"I think maybe a more manageable approach would be for Kubernetes to depend on the released version of cAdvisor (e.g.: the Docker image), rather than to build it and use it from source. WDYT? @brendanburns 
"
241	166	brendandburns	2014-06-19 20:59:40	CONTRIBUTOR	"Ok, I discussed this offline w/ @lavalamp and we came up with the following approach, I added a MakeAsync method that is used by the registries now, this means that individual storage's don't need deal in containers.

Take another look and let me know what you think.
"
242	174	vmarmol	2014-06-19 21:08:49	CONTRIBUTOR	"Spoke offline, we need the client library and structs for the data. What do you all think about just importing those two paths from cadvisor? If not, the whole source it is.
"
243	166	proppy	2014-06-19 21:14:53	CONTRIBUTOR	"I would have thought the MakeAsync logic would be around the `ControllerRegistryStorage` methods calls ot in their impl.
"
244	173	jjhuff	2014-06-19 22:05:03	CONTRIBUTOR	"Looks like the dir test is flaky. Fixing.
"
245	174	monnand	2014-06-19 22:13:33	CONTRIBUTOR	"@lavalamp  Addressed the comment. PTAL.
"
246	166	brendandburns	2014-06-19 22:18:04	CONTRIBUTOR	"The problem with the go routine wrapping the whole thing is that you don't get immediate feedback for validation errors.  In this approach, you get an immediate error if the request isn't accepted, and then you get a channel that you can optionally wait on for the result.
"
247	13	brendandburns	2014-06-19 22:21:46	CONTRIBUTOR	"Rebase, and then LGTM.
"
248	173	jjhuff	2014-06-19 22:22:45	CONTRIBUTOR	"That's better!
"
249	174	monnand	2014-06-19 22:29:33	CONTRIBUTOR	"@lavalamp PTAL.
"
250	174	monnand	2014-06-19 22:49:27	CONTRIBUTOR	"I forgot to mention: the current code is not wired with kubelet now. I will add it in another PR.
"
251	166	brendandburns	2014-06-19 22:50:08	CONTRIBUTOR	"Comments addressed, ptal.

Thanks
--brendan
"
252	173	lavalamp	2014-06-19 22:58:01	MEMBER	"LGTM. Thanks for the change!
"
253	174	monnand	2014-06-20 00:29:50	CONTRIBUTOR	"I think the license part is cleared now.
"
254	178	thockin	2014-06-20 00:30:59	MEMBER	"Caveat: Still very much learning go.  I'm worried about the direction this goes.  I think we will see other ""kinds"" of volumes, and I don't think we want to represent them all as flags on the volume struct.

I was thinking something more like (pardon the nonsense syntax):

volume {
  name: ""host_foo_bar""
  source {
    kind: ""HOST_FS""
    host_path: ""/foo/bar""
  }
}

and we could formalize on-disk volumes as

volume {
  name: ""pod_local_disk""
  source {
    kind: ""LOCAL""
  }
}

With the explicit default for source to be kind: ""LOCAL""

Something like that.
"
255	178	vmarmol	2014-06-20 00:32:21	CONTRIBUTOR	"I agree that we want to go somewhere along those lines, my understanding was that there was already work toward doing this ""the right way"" but that it would take longer. This is the minimal change needed to get this feature in.
"
256	178	vmarmol	2014-06-20 00:33:55	CONTRIBUTOR	"I didn't want to make anything beyond that since it'd make assumptions of what that final API would be. If people want to do that route now we can, I just don't want us to get sidetracked by it :)
"
257	178	lavalamp	2014-06-20 00:52:04	MEMBER	"I would vote for using an enumeration instead of a boolean, even in the interim.
"
258	181	jkaplowitz	2014-06-20 03:25:02	CONTRIBUTOR	"LGTM. Nice, straightforward enough for me to understand even as a Go novice.
"
259	178	brendandburns	2014-06-20 03:59:40	CONTRIBUTOR	"+1, can we convert this into an enumeration?  That should still keep it pretty simple.

Thanks!
--brendan
"
260	178	vmarmol	2014-06-20 04:03:39	CONTRIBUTOR	"SGTM, any prefered way to do an enum in JSON? I'm guessing a string with pre-defined values is the best way to go? Its easier to write by hand than an int value.
"
261	174	monnand	2014-06-20 04:06:58	CONTRIBUTOR	"All comments addressed. PTAL.
"
262	174	brendandburns	2014-06-20 04:09:15	CONTRIBUTOR	"Generally LGTM, some minor comments.
"
