	issue	user_login	created_at	author_association	comment
233	134	jbeda	2014-06-19 16:50:44	CONTRIBUTOR	"Hopefully we can work this out using the version string.  If we had to break compat at this early stage it wouldn't be the end of the world but we should get in the habit of not doing that.
"
234	167	discordianfish	2014-06-19 17:12:20	CONTRIBUTOR	"First of all, I've split out #169 

Regarding using pre-built binaries: I would also prefer separating build- from runtime so we would just have the built binaries in the images. But since Docker unfortunately doesn't support that (yet) and using a Dockerfile is the canonical way to build Docker images I went this way. Since Docker caches the images layer by layer the actual size it needs to fetch on update, even if we keep all build stuff around, shouldn't be a big problem.

Totally agree with ""running one app per container"" in general. But I'm being pragmatic here: Instead of writing tons of bash scripts to build and run the various components on a vanilla docker cluster I decided to wrap up the required components in two easily deployable images. It's more meant as a quick start than to be used as it is for production deployments. It will help people trying kubernetes on their docker hosts. It took me quite some time without that until I got it running. 

But I love the idea of using kubernetes to host kubernetes, so to me it depends on how fast we can get there and whether you want to provide something in the meanwhile so people can play with it.
"
235	164	lavalamp	2014-06-19 17:15:56	MEMBER	"Still having problems getting boot2docker working... The HTML is only half changed, it's missing the change that involved more than just find-and-replace.
"
236	167	discordianfish	2014-06-19 17:24:53	CONTRIBUTOR	"(I've just moved cdd6b3c back in here so this branch can be built/used)
"
237	140	bgrant0607	2014-06-19 18:35:49	MEMBER	"Just got support from tianon for runin/exec/enter support: https://github.com/dotcloud/docker/issues/1228
So we can use that to execute hooks inside containers
"
238	164	lavalamp	2014-06-19 20:29:43	MEMBER	"OK, I'm pretty sure it's not a problem with my docker setup. Let's merge this and I'll work with @bgrant0607 to get the help gen working.
"
239	156	brendandburns	2014-06-19 20:50:49	CONTRIBUTOR	"Polling from the master was added in #171 

I'll work on optional push next.
"
240	174	vmarmol	2014-06-19 20:51:55	CONTRIBUTOR	"I think maybe a more manageable approach would be for Kubernetes to depend on the released version of cAdvisor (e.g.: the Docker image), rather than to build it and use it from source. WDYT? @brendanburns 
"
241	166	brendandburns	2014-06-19 20:59:40	CONTRIBUTOR	"Ok, I discussed this offline w/ @lavalamp and we came up with the following approach, I added a MakeAsync method that is used by the registries now, this means that individual storage's don't need deal in containers.

Take another look and let me know what you think.
"
242	174	vmarmol	2014-06-19 21:08:49	CONTRIBUTOR	"Spoke offline, we need the client library and structs for the data. What do you all think about just importing those two paths from cadvisor? If not, the whole source it is.
"
243	166	proppy	2014-06-19 21:14:53	CONTRIBUTOR	"I would have thought the MakeAsync logic would be around the `ControllerRegistryStorage` methods calls ot in their impl.
"
244	173	jjhuff	2014-06-19 22:05:03	CONTRIBUTOR	"Looks like the dir test is flaky. Fixing.
"
245	174	monnand	2014-06-19 22:13:33	CONTRIBUTOR	"@lavalamp  Addressed the comment. PTAL.
"
246	166	brendandburns	2014-06-19 22:18:04	CONTRIBUTOR	"The problem with the go routine wrapping the whole thing is that you don't get immediate feedback for validation errors.  In this approach, you get an immediate error if the request isn't accepted, and then you get a channel that you can optionally wait on for the result.
"
247	13	brendandburns	2014-06-19 22:21:46	CONTRIBUTOR	"Rebase, and then LGTM.
"
248	173	jjhuff	2014-06-19 22:22:45	CONTRIBUTOR	"That's better!
"
249	174	monnand	2014-06-19 22:29:33	CONTRIBUTOR	"@lavalamp PTAL.
"
250	174	monnand	2014-06-19 22:49:27	CONTRIBUTOR	"I forgot to mention: the current code is not wired with kubelet now. I will add it in another PR.
"
251	166	brendandburns	2014-06-19 22:50:08	CONTRIBUTOR	"Comments addressed, ptal.

Thanks
--brendan
"
252	173	lavalamp	2014-06-19 22:58:01	MEMBER	"LGTM. Thanks for the change!
"
253	174	monnand	2014-06-20 00:29:50	CONTRIBUTOR	"I think the license part is cleared now.
"
254	178	thockin	2014-06-20 00:30:59	MEMBER	"Caveat: Still very much learning go.  I'm worried about the direction this goes.  I think we will see other ""kinds"" of volumes, and I don't think we want to represent them all as flags on the volume struct.

I was thinking something more like (pardon the nonsense syntax):

volume {
  name: ""host_foo_bar""
  source {
    kind: ""HOST_FS""
    host_path: ""/foo/bar""
  }
}

and we could formalize on-disk volumes as

volume {
  name: ""pod_local_disk""
  source {
    kind: ""LOCAL""
  }
}

With the explicit default for source to be kind: ""LOCAL""

Something like that.
"
255	178	vmarmol	2014-06-20 00:32:21	CONTRIBUTOR	"I agree that we want to go somewhere along those lines, my understanding was that there was already work toward doing this ""the right way"" but that it would take longer. This is the minimal change needed to get this feature in.
"
256	178	vmarmol	2014-06-20 00:33:55	CONTRIBUTOR	"I didn't want to make anything beyond that since it'd make assumptions of what that final API would be. If people want to do that route now we can, I just don't want us to get sidetracked by it :)
"
257	178	lavalamp	2014-06-20 00:52:04	MEMBER	"I would vote for using an enumeration instead of a boolean, even in the interim.
"
258	181	jkaplowitz	2014-06-20 03:25:02	CONTRIBUTOR	"LGTM. Nice, straightforward enough for me to understand even as a Go novice.
"
259	178	brendandburns	2014-06-20 03:59:40	CONTRIBUTOR	"+1, can we convert this into an enumeration?  That should still keep it pretty simple.

Thanks!
--brendan
"
260	178	vmarmol	2014-06-20 04:03:39	CONTRIBUTOR	"SGTM, any prefered way to do an enum in JSON? I'm guessing a string with pre-defined values is the best way to go? Its easier to write by hand than an int value.
"
261	174	monnand	2014-06-20 04:06:58	CONTRIBUTOR	"All comments addressed. PTAL.
"
262	174	brendandburns	2014-06-20 04:09:15	CONTRIBUTOR	"Generally LGTM, some minor comments.
"
263	178	monnand	2014-06-20 04:11:12	CONTRIBUTOR	"@vmarmol FYI, here is how go's protobuf library deals with enum:

```
type SomeEnumType int

func (self SomeEnumType) MarshalJson() ([]byte, error){
// ...
}

func (self *SomeEnumeType) UnmarshalJson([]byte) error {

// ...
}
```

I think in old cAdvisor code, I wrote some helpers would could automate such step. Let me try to find it and feel free to use it or not.
"
264	178	brendandburns	2014-06-20 04:11:40	CONTRIBUTOR	"Yeah, that's generally the way Apiary has done it.

On Thu, Jun 19, 2014 at 9:03 PM, Victor Marmol notifications@github.com
wrote:

> SGTM, any prefered way to do an enum in JSON? I'm guessing a string with
> pre-defined values is the best way to go? Its easier to write by hand than
> an int value.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46643057
> .
"
265	178	vmarmol	2014-06-20 04:12:01	CONTRIBUTOR	"Done. PTAL @brendanburns @thockin @lavalamp 
"
266	178	vmarmol	2014-06-20 04:12:53	CONTRIBUTOR	"@monnand ah yes I've seen those, they are nifty and we could use them as a string over the wire. May be okay as is for now though
"
267	178	brendandburns	2014-06-20 04:12:56	CONTRIBUTOR	"Sorry to be nit-picky, can we go all-caps for the values, to demonstrate that their enum, not string?

thx!
"
268	178	vmarmol	2014-06-20 04:15:00	CONTRIBUTOR	"@brendanburns haha, np. done. PTAL
"
269	174	monnand	2014-06-20 04:22:59	CONTRIBUTOR	"Changed the code accordingly. Use `w.Write(data)` instead of `fmt.FprintX()`. PTAL.
"
270	178	brendandburns	2014-06-20 04:28:43	CONTRIBUTOR	"thanks!
"
271	178	thockin	2014-06-20 04:43:35	MEMBER	"I'm OK with this, but I will try to make the case to deprecate this field
ASAP :)

On Thu, Jun 19, 2014 at 9:28 PM, brendandburns notifications@github.com
wrote:

> thanks!
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46643902
> .
"
272	178	vmarmol	2014-06-20 04:46:32	CONTRIBUTOR	"I happily welcome that effort :)
"
273	178	brendandburns	2014-06-20 04:48:27	CONTRIBUTOR	"Hrm, @thockin Sorry didn't mean to over rule you.  I thought this was implementing your suggestion.

I'm imagining extending this by adding a ""Source"" field

MountType: PERSISTENT_DISK
MountPath: /foo/bar
Source: http://some/pd/path

or

MountType: GIT
MountPath: /my/git/path
Source: git://some/git/repo@commit

I suppose elevating it into its own type is ok, but I'm not sure it buys much....
"
274	178	brendandburns	2014-06-20 04:49:06	CONTRIBUTOR	"fwiw, if @thockin if you feel strongly, I'll do the deprecate PR tomorrow.

--brendan
"
275	178	thockin	2014-06-20 05:09:57	MEMBER	"No, this is fine for now, until we have a full solution and demonstration
of why it is better.  You didn't overrule me in any sense :)

My main point here is that we have two structures - Volume and VolumeMount.
 Volume is supposed to represent that ""what"" and VolumeMount is supposed to
represent the ""Where"" and ""How"".

Up until this change, ""what"" was always ""a pod-private local directory"".
 With this change we have added a new ""what"" but we've stuck it in the
""where"" structure.  You'll notice that this can ONLY identity-mount things
- there is no opportunity to remap host /foo onto container /bar (very
  similar to Docker's --volumes-from, which is broken in the same way).

A ""source"" field is the right direction, but it belongs in Volume, not
VolumeMount.  Consider that a volume definition is pod-scope, but mounts
are container-scope.  You want to spell out the source once, at pod-scope,
and let each container mount it where they want.

This also lays groundwork to get fancier with permissions, storage medium,
quota, etc.

I'm happy to go into my ideas here more, if you like.  We spent a lot of
time on this area internally, and I think (hope!) we can apply some of
those lessons here.  But I also want to hear from others if you all feel
we're screwing it up.

I would strike out on this now, but for this fabled intern who wants to
tackle some of this ;)

Tim

On Thu, Jun 19, 2014 at 9:49 PM, brendandburns notifications@github.com
wrote:

> fwiw, if @thockin https://github.com/thockin if you feel strongly, I'll
> do the deprecate PR tomorrow.
> 
> --brendan
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46644628
> .
"
276	178	brendandburns	2014-06-20 05:18:22	CONTRIBUTOR	"Ah, you are 100% right.  I should have caught that.

Sorry!

(and yes, Jimmy claims that his intern will be starting on this on Monday,
I'll double check tomorrow)

That said, there's no reason that we can't lay in the right data structures
before the intern does the implementation.

--brendan

On Thu, Jun 19, 2014 at 10:10 PM, Tim Hockin notifications@github.com
wrote:

> No, this is fine for now, until we have a full solution and demonstration
> of why it is better. You didn't overrule me in any sense :)
> 
> My main point here is that we have two structures - Volume and
> VolumeMount.
> Volume is supposed to represent that ""what"" and VolumeMount is supposed to
> represent the ""Where"" and ""How"".
> 
> Up until this change, ""what"" was always ""a pod-private local directory"".
> With this change we have added a new ""what"" but we've stuck it in the
> ""where"" structure. You'll notice that this can ONLY identity-mount things
> - there is no opportunity to remap host /foo onto container /bar (very
>   similar to Docker's --volumes-from, which is broken in the same way).
> 
> A ""source"" field is the right direction, but it belongs in Volume, not
> VolumeMount. Consider that a volume definition is pod-scope, but mounts
> are container-scope. You want to spell out the source once, at pod-scope,
> and let each container mount it where they want.
> 
> This also lays groundwork to get fancier with permissions, storage medium,
> quota, etc.
> 
> I'm happy to go into my ideas here more, if you like. We spent a lot of
> time on this area internally, and I think (hope!) we can apply some of
> those lessons here. But I also want to hear from others if you all feel
> we're screwing it up.
> 
> I would strike out on this now, but for this fabled intern who wants to
> tackle some of this ;)
> 
> Tim
> 
> On Thu, Jun 19, 2014 at 9:49 PM, brendandburns notifications@github.com
> wrote:
> 
> > fwiw, if @thockin https://github.com/thockin if you feel strongly,
> > I'll
> > do the deprecate PR tomorrow.
> > 
> > --brendan
> > 
> > —
> > Reply to this email directly or view it on GitHub
> > <
> > https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46644628>
> > 
> > .
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46645281
> .
"
277	178	thockin	2014-06-20 05:22:13	MEMBER	"I think there's room for interpretation on what ""the right structures"" are
and I don't want to prescribe exactly what it should be without
reconsidering it anew.  I'm looking forward to some design discussion with
intern Danny.

Tim

On Thu, Jun 19, 2014 at 10:18 PM, brendandburns notifications@github.com
wrote:

> Ah, you are 100% right. I should have caught that.
> 
> Sorry!
> 
> (and yes, Jimmy claims that his intern will be starting on this on Monday,
> I'll double check tomorrow)
> 
> That said, there's no reason that we can't lay in the right data
> structures
> before the intern does the implementation.
> 
> --brendan
> 
> On Thu, Jun 19, 2014 at 10:10 PM, Tim Hockin notifications@github.com
> wrote:
> 
> > No, this is fine for now, until we have a full solution and
> > demonstration
> > of why it is better. You didn't overrule me in any sense :)
> > 
> > My main point here is that we have two structures - Volume and
> > VolumeMount.
> > Volume is supposed to represent that ""what"" and VolumeMount is supposed
> > to
> > represent the ""Where"" and ""How"".
> > 
> > Up until this change, ""what"" was always ""a pod-private local directory"".
> > With this change we have added a new ""what"" but we've stuck it in the
> > ""where"" structure. You'll notice that this can ONLY identity-mount
> > things
> > - there is no opportunity to remap host /foo onto container /bar (very
> >   similar to Docker's --volumes-from, which is broken in the same way).
> > 
> > A ""source"" field is the right direction, but it belongs in Volume, not
> > VolumeMount. Consider that a volume definition is pod-scope, but mounts
> > are container-scope. You want to spell out the source once, at
> > pod-scope,
> > and let each container mount it where they want.
> > 
> > This also lays groundwork to get fancier with permissions, storage
> > medium,
> > quota, etc.
> > 
> > I'm happy to go into my ideas here more, if you like. We spent a lot of
> > time on this area internally, and I think (hope!) we can apply some of
> > those lessons here. But I also want to hear from others if you all feel
> > we're screwing it up.
> > 
> > I would strike out on this now, but for this fabled intern who wants to
> > tackle some of this ;)
> > 
> > Tim
> > 
> > On Thu, Jun 19, 2014 at 9:49 PM, brendandburns notifications@github.com
> > 
> > wrote:
> > 
> > > fwiw, if @thockin https://github.com/thockin if you feel strongly,
> > > I'll
> > > do the deprecate PR tomorrow.
> > > 
> > > --brendan
> > > 
> > > —
> > > Reply to this email directly or view it on GitHub
> > > <
> > 
> > https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46644628>
> > 
> > > .
> > 
> > —
> > Reply to this email directly or view it on GitHub
> > <
> > https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46645281>
> > 
> > .
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46645551
> .
"
278	178	jkaplowitz	2014-06-20 05:41:54	CONTRIBUTOR	"Just emailed him urging him to switch primary focus and establish contact
with you ASAP, with a bit of procedural guidance (nothing about the
substance) and a link to this discussion. His other work is at the point
where this switch makes good sense.
On Jun 19, 2014 10:22 PM, ""Tim Hockin"" notifications@github.com wrote:

> I think there's room for interpretation on what ""the right structures"" are
> and I don't want to prescribe exactly what it should be without
> reconsidering it anew. I'm looking forward to some design discussion with
> intern Danny.
> 
> Tim
> 
> On Thu, Jun 19, 2014 at 10:18 PM, brendandburns notifications@github.com
> 
> wrote:
> 
> > Ah, you are 100% right. I should have caught that.
> > 
> > Sorry!
> > 
> > (and yes, Jimmy claims that his intern will be starting on this on
> > Monday,
> > I'll double check tomorrow)
> > 
> > That said, there's no reason that we can't lay in the right data
> > structures
> > before the intern does the implementation.
> > 
> > --brendan
> > 
> > On Thu, Jun 19, 2014 at 10:10 PM, Tim Hockin notifications@github.com
> > wrote:
> > 
> > > No, this is fine for now, until we have a full solution and
> > > demonstration
> > > of why it is better. You didn't overrule me in any sense :)
> > > 
> > > My main point here is that we have two structures - Volume and
> > > VolumeMount.
> > > Volume is supposed to represent that ""what"" and VolumeMount is
> > > supposed
> > > to
> > > represent the ""Where"" and ""How"".
> > > 
> > > Up until this change, ""what"" was always ""a pod-private local
> > > directory"".
> > > With this change we have added a new ""what"" but we've stuck it in the
> > > ""where"" structure. You'll notice that this can ONLY identity-mount
> > > things
> > > - there is no opportunity to remap host /foo onto container /bar (very
> > >   similar to Docker's --volumes-from, which is broken in the same way).
> > > 
> > > A ""source"" field is the right direction, but it belongs in Volume, not
> > > VolumeMount. Consider that a volume definition is pod-scope, but
> > > mounts
> > > are container-scope. You want to spell out the source once, at
> > > pod-scope,
> > > and let each container mount it where they want.
> > > 
> > > This also lays groundwork to get fancier with permissions, storage
> > > medium,
> > > quota, etc.
> > > 
> > > I'm happy to go into my ideas here more, if you like. We spent a lot
> > > of
> > > time on this area internally, and I think (hope!) we can apply some of
> > > those lessons here. But I also want to hear from others if you all
> > > feel
> > > we're screwing it up.
> > > 
> > > I would strike out on this now, but for this fabled intern who wants
> > > to
> > > tackle some of this ;)
> > > 
> > > Tim
> > > 
> > > On Thu, Jun 19, 2014 at 9:49 PM, brendandburns <
> > > notifications@github.com>
> > > 
> > > wrote:
> > > 
> > > > fwiw, if @thockin https://github.com/thockin if you feel
> > > > strongly,
> > > > I'll
> > > > do the deprecate PR tomorrow.
> > > > 
> > > > --brendan
> > > > 
> > > > —
> > > > Reply to this email directly or view it on GitHub
> > > > <
> > 
> > https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46644628>
> > 
> > > > .
> > > 
> > > —
> > > Reply to this email directly or view it on GitHub
> > > <
> > 
> > https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46645281>
> > 
> > > .
> > 
> > —
> > Reply to this email directly or view it on GitHub
> > <
> > https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46645551>
> > 
> > .
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/178#issuecomment-46645702
> .
"
279	13	proppy	2014-06-20 06:20:42	CONTRIBUTOR	"abandonning this PR in favor of #183 since I can't push to my private fork anymore.
"
280	169	discordianfish	2014-06-20 11:01:20	CONTRIBUTOR	"Ok, I've removed the check. Working on CLA, will sent it later hopefully.
"
281	147	smarterclayton	2014-06-20 14:50:32	CONTRIBUTOR	"Would QoS tiers specified via labeling or orthogonal to labeling (assuming orthogonal given presentations, just want to make sure)?   Do you see the need for feedback between a minion about current resource load and the scheduler, and if so, is this a backchannel (a formal event bus) concept that is part of Kubernetes or encapsulated behind the scheduler interface?
"
282	184	brendandburns	2014-06-20 15:33:09	CONTRIBUTOR	"Thanks for the fix.  I hate to ask, but its required: can you sign our CLA, details are in:

https://github.com/GoogleCloudPlatform/kubernetes/blob/master/CONTRIB.md

Thanks again!
--brendan
"
283	174	brendandburns	2014-06-20 15:36:19	CONTRIBUTOR	"LGTM, thanks!
"
284	147	thockin	2014-06-20 15:55:02	MEMBER	"Caveat, still coming up to speed on everything, but that won't stop me from
having an opinion.

QoS and administrative or config information should never be labels.
 Labels are the domain of the user, not the system.

On Fri, Jun 20, 2014 at 7:50 AM, Clayton Coleman notifications@github.com
wrote:

> Would QoS tiers specified via labeling or orthogonal to labeling (assuming
> orthogonal given presentations, just want to make sure)? Do you see the
> need for feedback between a minion about current resource load and the
> scheduler, and if so, is this a backchannel (a formal event bus) concept
> that is part of Kubernetes or encapsulated behind the scheduler interface?
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/147#issuecomment-46686825
> .
"
285	182	thockin	2014-06-20 16:07:34	MEMBER	"LGTM modulo not knowing go that well :)
"
286	147	bgrant0607	2014-06-20 16:12:22	MEMBER	"@smarterclayton : I agree with @thockin . QoS specifications need to be first-class fields in our API, together with resource specifications (#168).

For one possible example of what this could look like, see lmctfy:
https://github.com/google/lmctfy/blob/master/include/lmctfy.proto
"
287	184	lavalamp	2014-06-20 16:16:28	MEMBER	"Argh, I missed the comma here, too. Thanks for finding! Will merge as soon as you sign the CLA. :)
"
288	169	lavalamp	2014-06-20 16:20:04	MEMBER	"LGTM, thanks for the change.
"
289	173	lavalamp	2014-06-20 16:22:14	MEMBER	"Can you rebase this so we can merge? Thanks!
"
290	173	jjhuff	2014-06-20 16:35:21	CONTRIBUTOR	"Done. Only a few conflicts, but I think they got sorted out. Just waiting on travis.
"
291	188	smarterclayton	2014-06-20 16:45:09	CONTRIBUTOR	"The VM per pod model would negate the container efficiency gains - I'm not sure how many people would be interested in deploying like that vs. simply using a VM.  

Practically speaking, if routable IP per pod is out of the technical capabilities of existing clouds at reasonable densities (is the 60 IP per amazon m1.xlarge too low for practical use cases?) or out of the administrative / organizational capabilities of non-cloud shops (which deserves further investigation), and if IPv6 is still 2-3 years out from reasonable deployment, then the kubernetes model is only deployable on GCE in practice.  Would be good to list out the practical limits in other clouds (openstack neutron, aws, soft layer) as well as a recommended IP per pod configuration that would work without a ton of admin headaches on metal.

It's possible that dynamic port allocation could be an alternate mode, supported with a subset of features and known limitations.  What would that abstraction have to look like for Kubernetes to continue to work on the ideal path?  A few things I can think of - the scheduler has to be aware of port exhaustion and record allocated ports OR the exposed ports have to be reported back via some backchannel to the master.  If there is a global record of allocated ports, the mechanism to efficiently distribute that port information to the appropriate proxies is required.  You _must_ implement at least one level of abstraction between container communication (either in a local or shared proxy or an iptables NAT translation a la geard).  You also must implement a more complex migration path for things like CRIU - with more steps before and afterwards to ensure that network abstraction is ready to accept the moved container.
"
292	174	monnand	2014-06-20 16:59:13	CONTRIBUTOR	"Thank you @brendanburns !
"
293	180	brendandburns	2014-06-20 17:48:36	CONTRIBUTOR	"Small stuff, basically LGTM
"
294	180	lavalamp	2014-06-20 18:00:03	MEMBER	"I'm still debugging this a bit. Will address comments later and repush later today.

What do you think about having this talk to the cloud provider, such that creating/deleting a minion creates/removes a new instance?
"
295	180	jbeda	2014-06-20 18:31:58	CONTRIBUTOR	"@lavalamp Right now the salt code will automatically reconfigure and restart the apiserver when the set of minions change.  I think you might have to do a highstate on the master but we could fix that.
"
296	184	gottwald	2014-06-20 18:41:05	CONTRIBUTOR	"signed
"
297	184	lavalamp	2014-06-20 18:43:39	MEMBER	"Thanks again!
"
298	108	gottwald	2014-06-20 19:08:32	CONTRIBUTOR	"I like the subcommand idea as seen in git, go command, gcloud and so on....
"
299	140	bgrant0607	2014-06-21 00:25:33	MEMBER	"I investigated Docker's event stream. It provides container id and event type (e.g., start, stop). It doesn't provide further details about the events. Also, it's obviously asynchronous with respect to the events. At least pre-start and post-termination event hook commands would be most useful if executed synchronously, inline with container execution.

Docker restart allows restarting the same command in the same container with the same container id and filesystem, even after the death of the previous process. There's no way to change the command executed AFAICT, however. If the forthcoming ""runin""/""exec"" allowed execution in dead containers, we could maybe use it for post-termination hooks. Pre-start hook commands look ugly without Docker support. No response yet to my docker-dev question about whether Docker is actually planning to add hook support.

We could override the container entrypoint with the pre-start hook command and then use ""runin"" to execute the real entrypoint, but the container's status, wait, restart, etc. would be broken. Creating a new container image that included the pre-start command, actual entrypoint, and post-termination hook might work, but we'd need to carefully propagate arguments, signals, exit status, etc.

The main reason for a post-start hook would be consistency, but it also might be convenient for start actions that don't block the start of the container's entrypoint, such as registration in a third-party discovery service, pushing events to pubsub, etc. ""runin"" should just work, though there may be a race if the application immediately terminated. Probably it would be useful to serialize execution with respect to later hooks on the same entity.

If we wrapped the application we could intercept SIGTERM in order to execute the pre-termination hook, and just pass the signal on to the application if no hook were specified. Again, we probably want to serialize with respect to the post-termination hook. It might not be super-useful to execute the pre-termination hook in the case that it weren't a planned container stop, but I'm not sure whether it's more natural to execute it prior to the post-termination hook regardless or whether it would be annoying for the pre-termination hook to execute when the application was already dead. OTOH, that case would probably need to be handled since the application could die at any time, including concurrently with the start of the pre-termination hook.

Asynchronous webhooks would be comparatively easy to support. The most difficult issue is what to do about auth. If generated by a command in the container, presumably they could authenticate as the container, so it looks appealing to only support command hooks. However, there are situations where we wouldn't have an obvious container to execute commands in, such as for pod lifecycle hooks or, even more obviously, replicationController and service lifecycle event hooks.
"
300	180	lavalamp	2014-06-21 01:04:44	MEMBER	"I have this mostly ready to go, but I'd like to get #196 merged first.
"
301	197	lavalamp	2014-06-21 15:33:08	MEMBER	"Thank you very much for the test!
"
302	198	lavalamp	2014-06-21 19:40:59	MEMBER	"Thanks. I think this is a general issue, I'll file a bug.
"
303	166	lavalamp	2014-06-21 20:50:11	MEMBER	"btw, @brendandburns @brendanburns-- I'm working on some changes to cloudcfg, so you don't need to update that.
"
304	200	lavalamp	2014-06-21 20:56:05	MEMBER	"I agree that the -- logic is a terrible hack. To solve it for real, though, I was thinking we should just make unique names and keep track of what names we've used, rather than parsing the names for our pattern. I'm OK with this patch in the interim, though.
"
305	200	jjhuff	2014-06-21 20:59:57	CONTRIBUTOR	"Yeah.
Does docker allow us to attach arbitrary data to a container's info? Or maybe go with nested containers? Although, that'd probably mean that any managed containers would die if the kubelet died, I'm not sure how I feel about that...
"
306	200	lavalamp	2014-06-21 21:05:04	MEMBER	"Yeah, the kubelet would have to store the mapping persistently, or possibly apiserver can pre-generate globally unique ids for this purpose (a la #199). It's a requirement that containers keep running even if kubelet restarts, so any subcontainer design would have to take that into account.
"
307	200	jjhuff	2014-06-21 21:10:33	CONTRIBUTOR	"Cool. #199 looks like the ticket.

On Sat, Jun 21, 2014 at 2:05 PM, Daniel Smith notifications@github.com
wrote:

> Yeah, the kubelet would have to store the mapping persistently, or
> possibly apiserver can pre-generate globally unique ids for this purpose (a
> la #199 https://github.com/GoogleCloudPlatform/kubernetes/issues/199).
> It's a requirement that containers keep running even if kubelet restarts,
> so any subcontainer design would have to take that into account.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/200#issuecomment-46764749
> .
"
308	201	jjhuff	2014-06-22 16:34:50	CONTRIBUTOR	"Yup, that's lots cleaner!
"
309	201	lavalamp	2014-06-22 18:03:00	MEMBER	"Thanks for the change!
"
310	180	lavalamp	2014-06-22 19:18:19	MEMBER	"Will fix this build once #196 is merged.
"
311	196	lavalamp	2014-06-23 16:55:24	MEMBER	"Comments addressed.
"
312	180	jjhuff	2014-06-23 16:59:25	CONTRIBUTOR	"""What do you think about having this talk to the cloud provider, such that creating/deleting a minion creates/removes a new instance?""
If I'm understanding what you mean, this feels 'backwards' to me. Creating a new instance often includes a number of infrastructure/environment specific things (network, images, packages, etc). I doubt we want to tackle wrapping all of that complexity.
It might be cleaner to have a minions register with the master, which would also remove the need for salt to restart it.
"
313	180	lavalamp	2014-06-23 17:08:18	MEMBER	"Sounds good. As this is written now, minions could use this API to add themselves. But we need to figure out some security stuff (How do minions trust the master? How does master trust the minions?) first before enabling that.

I do at least intend to use the cloud provider package to look up a minion's IP address upon a GET request. That seems pretty useful.
"
314	196	lavalamp	2014-06-23 17:37:51	MEMBER	"(That build failure looks like the etcd flake we get once in a while)
"
315	207	lavalamp	2014-06-23 17:51:50	MEMBER	"It shouldn't:

https://github.com/GoogleCloudPlatform/kubernetes/blob/master/hack/e2e-test.sh#L30

But my shell-fu is weak, maybe there's something wrong with that?
"
316	207	lavalamp	2014-06-23 17:55:46	MEMBER	"I think it's missing some quotes. I'll make a PR.
"
317	208	lavalamp	2014-06-23 19:04:22	MEMBER	"Will merge when build finishes.

Also possible (and more go-ish) with:

$ source hack/config-go.sh
$ cd pkg/kublet
$ go test
"
318	208	lavalamp	2014-06-23 19:18:10	MEMBER	"Looks like travis is down or something. Merging.
"
319	209	thockin	2014-06-23 20:16:12	MEMBER	"Don't you want to update README.md to add this to the hooks setup?
"
320	209	lavalamp	2014-06-23 20:17:22	MEMBER	"If you linked (`ln -s ...`) as written in the readme, it's already taken care of for you.
"
321	209	lavalamp	2014-06-23 20:18:47	MEMBER	"I'll see about adding a check for this to the travis build.
"
322	180	lavalamp	2014-06-23 20:38:20	MEMBER	"I think this is safe to merge now.
"
323	209	thockin	2014-06-23 20:49:48	MEMBER	"Ahh, I missed it being called from an existing hook.  Sorry.
"
324	209	jkaplowitz	2014-06-23 20:55:35	CONTRIBUTOR	"We should be careful that our automation doesn't remove external copyright notices from contributed code, nor add Google copyright notices to files we haven't modified. At the same time, we should make sure that Google-authored files do have our copyright notice, and that the Apache license notice is present wherever it should be. Our internal open source legal folks might have good advice on how to strike the right balance here.
"
325	209	lavalamp	2014-06-23 20:59:27	MEMBER	"The script doesn't modify any files, it only flags files, and it can be overridden. We're excluding third party dependencies already.
"
326	209	jkaplowitz	2014-06-23 21:03:33	CONTRIBUTOR	"SGTM
"
327	212	jkaplowitz	2014-06-23 22:10:58	CONTRIBUTOR	"The concept expressed in the pull request title LGTM as a useful fix. Leaving a proper code review to someone who knows Go (not me).
"
